file,metabolite,quantMasses,intensity,rt,ri
e18057cz_30.cdf,c12,71;85;99,1.26165522E8,711.2,1200.0
e18057cz_30.cdf,c15,71;85;99,1.74446927E8,1114.6,1500.0
e18057cz_30.cdf,c17,71;85;99,1.96766535E8,1322.4,1700.0
e18057cz_30.cdf,c19,71;85;99,2.26553204E8,1499.4,1900.0
e18057cz_30.cdf,c22,71;85;99,1.87070768E8,1682.8,2200.0
e18057cz_30.cdf,c28,71;85;99,1.67482399E8,1933.4,2800.0
e18057cz_30.cdf,c32,71;85;99,1.33180827E8,2067.8,3200.0
e18057cz_30.cdf,c36,71;85;99,1.10675995E8,2251.4,3600.0
e18057cz_32.cdf,c10,71;85;99,1.76664591E8,409.6,1000.0
e18057cz_32.cdf,c12,71;85;99,1.38945973E8,711.0,1200.0
e18057cz_32.cdf,c15,71;85;99,2.62891732E8,1114.6,1500.0
e18057cz_32.cdf,c17,71;85;99,2.94132968E8,1322.2,1700.0
e18057cz_32.cdf,c19,71;85;99,2.89074385E8,1499.6,1900.0
e18057cz_32.cdf,c22,71;85;99,2.34381746E8,1682.8,2200.0
e18057cz_32.cdf,c28,71;85;99,1.7592744E8,1933.4,2800.0
e18057cz_32.cdf,c32,71;85;99,1.58904134E8,2067.8,3200.0
e18057cz_32.cdf,c36,71;85;99,1.49133453E8,2251.4,3600.0
e18057cz_33.cdf,c10,71;85;99,1.65815527E8,409.8,1000.0
e18057cz_33.cdf,c12,71;85;99,1.37597978E8,711.0,1200.0
e18057cz_33.cdf,c15,71;85;99,2.09165583E8,1114.6,1500.0
e18057cz_33.cdf,c17,71;85;99,2.28141939E8,1322.4,1700.0
e18057cz_33.cdf,c19,71;85;99,2.43295009E8,1499.4,1900.0
e18057cz_33.cdf,c22,71;85;99,2.01565558E8,1682.8,2200.0
e18057cz_33.cdf,c28,71;85;99,1.76102431E8,1933.4,2800.0
e18057cz_33.cdf,c32,71;85;99,1.43937606E8,2067.8,3200.0
e18057cz_33.cdf,c36,71;85;99,1.35984959E8,2251.2,3600.0
e18057cz_34.cdf,c10,71;85;99,1.49683585E8,409.2,1000.0
e18057cz_34.cdf,c12,71;85;99,1.17198816E8,710.8,1200.0
e18057cz_34.cdf,c15,71;85;99,1.68132519E8,1114.4,1500.0
e18057cz_34.cdf,c17,71;85;99,1.90045069E8,1322.4,1700.0
e18057cz_34.cdf,c19,71;85;99,2.49133861E8,1499.6,1900.0
e18057cz_34.cdf,c22,71;85;99,1.78330497E8,1682.8,2200.0
e18057cz_34.cdf,c28,71;85;99,1.4634151E8,1933.2,2800.0
e18057cz_34.cdf,c32,71;85;99,1.22499365E8,2067.6,3200.0
e18057cz_34.cdf,c36,71;85;99,1.02743302E8,2251.2,3600.0
e18057cz_35.cdf,c10,71;85;99,1.71886897E8,409.4,1000.0
e18057cz_35.cdf,c12,71;85;99,1.31447766E8,711.0,1200.0
e18057cz_35.cdf,c15,71;85;99,1.90728004E8,1114.6,1500.0
e18057cz_35.cdf,c17,71;85;99,2.15457636E8,1322.2,1700.0
e18057cz_35.cdf,c19,71;85;99,2.5893443E8,1499.6,1900.0
e18057cz_35.cdf,c22,71;85;99,2.05378143E8,1682.8,2200.0
