file,metabolite,start,end,Area
e18057cz_10_Quant1_50.cdf,Unknown 77,770.8,781.6,608419.0
e18057cz_10_Quant1_50.cdf,Unknown 78,771.0,795.0,1.1498915E8
e18057cz_10_Quant1_50.cdf,Unknown 79,777.6,785.0,464741.0
e18057cz_10_Quant1_50.cdf,Unknown 80,780.4,789.2,540485.0
e18057cz_10_Quant1_50.cdf,Unknown 81,780.6,792.2,643818.0
e18057cz_10_Quant1_50.cdf,Unknown 82,783.2,794.2,175107.0
e18057cz_10_Quant1_50.cdf,Unknown 83,787.6,794.2,167127.0
e18057cz_10_Quant1_50.cdf,Unknown 84,792.8,806.6,2834211.0
e18057cz_10_Quant1_50.cdf,Unknown 85,802.0,810.6,408233.0
e18057cz_10_Quant1_50.cdf,Unknown 86,805.0,811.8,436622.0
e18057cz_10_Quant1_50.cdf,Unknown 87,809.2,827.6,6496799.0
e18057cz_10_Quant1_50.cdf,Unknown 88,810.8,824.0,4949096.0
e18057cz_10_Quant1_50.cdf,Unknown 89,814.4,824.0,1.2747659E7
e18057cz_10_Quant1_50.cdf,Unknown 90,815.8,827.4,1781682.0
e18057cz_10_Quant1_50.cdf,Unknown 91,822.0,828.8,1047106.0
e18057cz_10_Quant1_50.cdf,Unknown 92,827.8,839.8,221812.0
e18057cz_10_Quant1_50.cdf,Unknown 93,832.6,840.8,447828.0
e18057cz_10_Quant1_50.cdf,Unknown 94,842.2,859.2,4108297.0
e18057cz_10_Quant1_50.cdf,Unknown 95,843.4,859.6,2728190.0
e18057cz_10_Quant1_50.cdf,Unknown 96,848.6,857.2,1712594.0
e18057cz_10_Quant1_50.cdf,Unknown 97,854.0,860.8,89557.0
e18057cz_10_Quant1_50.cdf,Unknown 98,859.2,869.4,5578004.0
e18057cz_10_Quant1_50.cdf,Unknown 99,863.8,869.6,180476.0
e18057cz_10_Quant1_50.cdf,Unknown 100,876.0,882.2,88199.0
e18057cz_10_Quant1_50.cdf,Unknown 101,876.2,882.6,371898.0
e18057cz_10_Quant1_50.cdf,Unknown 102,884.0,894.8,314975.0
e18057cz_10_Quant1_50.cdf,Unknown 103,888.6,895.6,1129878.0
e18057cz_10_Quant1_50.cdf,Unknown 104,891.4,898.6,570163.0
e18057cz_10_Quant1_50.cdf,Unknown 105,891.8,903.0,449814.0
e18057cz_10_Quant1_50.cdf,Unknown 106,895.4,903.0,639857.0
e18057cz_10_Quant1_50.cdf,Unknown 107,901.0,909.2,428420.0
e18057cz_10_Quant1_50.cdf,Unknown 108,906.0,919.8,1559064.0
e18057cz_10_Quant1_50.cdf,Unknown 109,906.4,918.2,622350.0
e18057cz_10_Quant1_50.cdf,Unknown 110,913.0,924.8,545932.0
e18057cz_10_Quant1_50.cdf,Unknown 111,926.0,935.2,1055871.0
e18057cz_10_Quant1_50.cdf,Unknown 112,927.2,935.8,1144819.0
e18057cz_10_Quant1_50.cdf,Unknown 113,930.6,936.0,155061.0
e18057cz_10_Quant1_50.cdf,Unknown 114,934.2,941.8,1119503.0
e18057cz_10_Quant1_50.cdf,Unknown 115,939.8,949.2,617198.0
e18057cz_10_Quant1_50.cdf,Unknown 116,951.8,959.8,80526.0
e18057cz_10_Quant1_50.cdf,Unknown 117,952.0,961.0,140542.0
e18057cz_10_Quant1_50.cdf,Unknown 118,966.6,974.6,1081959.0
e18057cz_10_Quant1_50.cdf,Unknown 119,966.8,978.0,300245.0
e18057cz_10_Quant1_50.cdf,Unknown 120,971.8,979.6,207857.0
e18057cz_10_Quant1_50.cdf,Unknown 121,980.2,985.8,83212.0
e18057cz_10_Quant1_50.cdf,Unknown 122,993.0,998.2,352913.0
e18057cz_10_Quant1_50.cdf,Unknown 123,994.6,1004.6,818418.0
e18057cz_10_Quant1_50.cdf,Unknown 124,996.6,1014.8,4954131.0
e18057cz_10_Quant1_50.cdf,Unknown 125,1014.0,1025.8,460030.0
e18057cz_10_Quant1_50.cdf,Unknown 126,1020.0,1027.8,392934.0
e18057cz_10_Quant1_50.cdf,Unknown 127,1035.4,1046.8,118181.0
e18057cz_10_Quant1_50.cdf,Unknown 128,1051.0,1060.0,134046.0
e18057cz_10_Quant1_50.cdf,Unknown 129,1059.0,1069.0,343094.0
e18057cz_10_Quant1_50.cdf,Unknown 130,1061.2,1073.8,118614.0
e18057cz_10_Quant1_50.cdf,Unknown 131,1091.6,1096.2,382322.0
e18057cz_10_Quant1_50.cdf,Unknown 132,1092.0,1100.6,7802648.0
e18057cz_10_Quant1_50.cdf,Unknown 133,1096.2,1102.8,917949.0
e18057cz_10_Quant1_50.cdf,Unknown 134,1105.6,1111.4,294097.0
e18057cz_10_Quant1_50.cdf,Unknown 135,1111.4,1116.8,246966.0
e18057cz_10_Quant1_50.cdf,Unknown 136,1110.2,1117.0,3412071.0
e18057cz_10_Quant1_50.cdf,Unknown 137,1111.0,1120.6,9.7269341E7
e18057cz_10_Quant1_50.cdf,Unknown 138,1112.2,1120.4,146756.0
e18057cz_10_Quant1_50.cdf,Unknown 139,1115.2,1120.2,120083.0
e18057cz_10_Quant1_50.cdf,Unknown 140,1115.8,1120.8,437971.0
e18057cz_10_Quant1_50.cdf,Unknown 141,1118.8,1131.6,5501008.0
e18057cz_10_Quant1_50.cdf,Unknown 142,1120.8,1130.4,211602.0
e18057cz_10_Quant1_50.cdf,Unknown 143,1125.0,1133.8,125354.0
e18057cz_10_Quant1_50.cdf,Unknown 144,1128.0,1132.4,76009.0
e18057cz_10_Quant1_50.cdf,Unknown 145,1126.4,1145.2,1.4951051E7
e18057cz_10_Quant1_50.cdf,Unknown 146,1136.4,1144.6,597005.0
e18057cz_10_Quant1_50.cdf,Unknown 147,1143.6,1158.8,1962548.0
e18057cz_10_Quant1_50.cdf,Unknown 148,1147.0,1155.8,1192455.0
e18057cz_10_Quant1_50.cdf,Unknown 149,1149.0,1156.2,129001.0
e18057cz_10_Quant1_50.cdf,Unknown 150,1150.4,1158.4,74364.0
e18057cz_10_Quant1_50.cdf,Unknown 151,1151.4,1158.6,132027.0
e18057cz_10_Quant1_50.cdf,Unknown 152,1153.4,1158.6,86649.0
e18057cz_10_Quant1_50.cdf,Unknown 153,1158.2,1163.6,174810.0
e18057cz_10_Quant1_50.cdf,Unknown 154,1163.4,1184.0,1943788.0
e18057cz_10_Quant1_50.cdf,Unknown 155,1164.2,1179.4,1.3446991E7
e18057cz_10_Quant1_50.cdf,Unknown 156,1169.8,1174.2,367404.0
e18057cz_10_Quant1_50.cdf,Unknown 157,1183.2,1190.2,266568.0
e18057cz_10_Quant1_50.cdf,Unknown 158,1187.2,1197.0,3311876.0
e18057cz_10_Quant1_50.cdf,Unknown 159,1188.8,1197.6,342656.0
e18057cz_10_Quant1_50.cdf,Unknown 160,1203.8,1219.4,3110518.0
e18057cz_10_Quant1_50.cdf,Unknown 161,1211.2,1223.2,359465.0
e18057cz_10_Quant1_50.cdf,Unknown 162,1210.6,1218.6,553034.0
e18057cz_10_Quant1_50.cdf,Unknown 163,1219.4,1226.0,1288320.0
e18057cz_10_Quant1_50.cdf,Unknown 164,1220.8,1227.4,323372.0
e18057cz_10_Quant1_50.cdf,Unknown 165,1231.8,1240.8,413690.0
e18057cz_10_Quant1_50.cdf,Unknown 166,1241.0,1247.6,349980.0
